"volid","dateused","pubdate","birthdate","firstpub","gender","nation","allwords","logistic","realclass","trainflag","author","title","title","genretags"
"uc1.b4594169",1860,1860,0,1860,"m","uk",40.7207934639,0.5176826484,0,1,"Brierley, Benjamin","A bundle o' fents from a Lancashire loom","vulgar",
"uc1.b4717980",1851,1851,0,1851,"m","us",36.7492059897,0.1577831928,0,1,"Reid, Mayne","The war trail, or, The hunt of the wild horse","vulgar",
"uc2.ark+=13960=fk52f7k42g",1892,1892,0,1892,"m","us",41.38462056,0.4417164338,0,1,"Watson, William","The adventures of a blockade runner;","vulgar",
"uc2.ark+=13960=t01z4424r",1901,1901,0,1901,"f","uk",27.9213246224,0.3207021677,1,1,"Zack","The white cottage","elite",
"uc2.ark+=13960=t02z14r3d",1894,1894,0,1894,"m","us",33.4682173887,0.3756428082,0,1,"Schindler, Solomon","Young West;","vulgar",
"uc2.ark+=13960=t03x84h2d",1902,1902,0,1902,"m","us",29.5737361845,0.5493467699,1,1,"Harte, Bret","Openings in the old trail","elite",
"uc2.ark+=13960=t04x54r17",1879,1879,0,1879,"f","us",31.8652018091,0.0867196095,0,1,"Finley, Martha","Mildred at Roselands;","vulgar",
"uc2.ark+=13960=t05x2648j",1880,1880,0,1880,"m","us",27.1648273085,0.5766014807,1,1,"Aldrich, Thomas Bailey","The stillwater tragedy","elite",
"uc2.ark+=13960=t06w96j0p",1864,1864,0,1864,"f","us",28.8168146162,0.5305798073,1,1,"Warner, Susan","The old helmet","elite",
"uc2.ark+=13960=t07w6779k",1891,1891,0,1891,"f","us",26.9235882158,0.2137071841,0,1,"Daniels, Cora Linn","Sardia, a story of love","vulgar",
"uc2.ark+=13960=t07w67c6x",1859,1859,0,1859,"m","us",35.0226169323,0.2522868416,0,1,"Burdett, Charles","Three per cent. a month;","vulgar",
"uc2.ark+=13960=t07w6824b",1902,1902,0,1902,"f","us",22.3644467916,0.5123026978,0,1,"Young, Martha","Plantation bird legends;","vulgar",
"uc2.ark+=13960=t08w3g41f",1907,1907,0,1907,"m","uk",29.6765804239,0.4245251595,1,1,"Quiller-Couch, Arthur","Major Vigoureux","elite",
"uc2.ark+=13960=t09w0967b",1863,1863,0,1863,"f","us",28.506003847,0.5631504285,1,1,"Warner, Susan","The old helmet","elite",
"uc2.ark+=13960=t09w0b884",1879,1879,0,1879,"f","us",30.7008803837,0.2325424897,1,1,"Elliott, Sarah Barnwell","The Felmeres","elite",
"uc2.ark+=13960=t0bv7gg7m",1901,1901,0,1901,"m","us",28.4063768369,0.5397899622,1,1,"Parker, Gilbert","The right of way","elite",
"uc2.ark+=13960=t0dv1ds4q",1889,1889,0,1889,"f","uk",33.0048946294,0.6943048822,1,1,"Grand, Sarah","Ideala","elite",
"uc2.ark+=13960=t0ht2v58x",1880,1880,0,1880,"f","uk",34.8214106637,0.2568874459,0,1,"Gowing, Aylmer","My only love;","vulgar",
"uc2.ark+=13960=t0ks6p45r",1882,1882,0,1882,"m","uk",33.3046176913,0.3247737573,1,1,"Ballantyne, R. M","The battery and the boiler, or, Adventures in the laying of submarine electric cables","elite",
"uc2.ark+=13960=t0ks6ps96",1870,1870,0,1870,"m","uk",29.3035029798,0.6513297337,1,1,"Disraeli, Benjamin","Lothair","elite",
"uc2.ark+=13960=t0ms3kw42",1901,1901,0,1901,"f","us",30.2148414076,0.2342978499,0,1,"Thruston, Lucy Meacham (Kidd)","Mistress Brent;","vulgar",
"uc2.ark+=13960=t0ns0m20z",1911,1911,0,1911,"f","uk",26.8604462338,0.3733788628,0,1,"Barr, Amelia Edith Huddleston","A maid of old New York","vulgar",
"uc2.ark+=13960=t0qr4pk66",1909,1909,0,1909,"m","us",30.2168553338,0.4345253594,0,1,"Whitaker, Herman","The planter","vulgar",
"uc2.ark+=13960=t0qr4qx3n",1917,1917,0,1917,"m","uk",23.5169027019,0.2698919271,0,1,"Oppenheim, E Phillips","The hillman","vulgar",
"uc2.ark+=13960=t0sq8tp41",1920,1920,0,1920,"m","us",24.4337581876,0.4231091423,1,1,"Bullard, Arthur","The Stranger","elite",
"uc2.ark+=13960=t0tq5rf85",1901,1901,0,1901,"m","us",29.5570070367,0.4411519187,1,1,"Cable, George Washington","The cavalier","elite",
"uc2.ark+=13960=t0tq5tt8x",1907,1907,0,1907,"m","us",25.2253920625,0.0783005196,0,1,"Fleming, Geraldine","Her priceless love","vulgar",
"uc2.ark+=13960=t0vq30t72",1895,1895,0,1895,"m","uk",25.7498831156,0.799149237,1,1,"Crackanthorpe, Hubert","Sentimental studies, and A set of village tales","elite",
"uc2.ark+=13960=t10p0ww49",1850,1850,0,1850,"m","us",35.5453589621,0.784813973,1,1,"Hawthorne, Nathaniel","The scarlet letter","elite",
"uc2.ark+=13960=t10p0wz08",1919,1919,0,1919,"m","us",33.4309810883,0.1962132778,0,1,"Burroughs, Edgar Rice","Tarzan the untamed","vulgar",
"uc2.ark+=13960=t10p1901j",1885,1885,0,1885,"f","uk",29.5777202913,0.6187441497,1,1,"Malet, Lucas","Colonel Enderby's wife","elite",
"uc2.ark+=13960=t14m91k99",1905,1905,0,1905,"f","us",30.463090144,0.5780699402,1,1,"Davis, Norah","The northerner","elite",
"uc2.ark+=13960=t15m6701g",1875,1875,0,1875,"f","uk",30.5512899219,0.622599199,0,1,"Mathers, Helen","Comin' thro' the rye","vulgar",
"uc2.ark+=13960=t16m33f86",1874,1874,0,1874,"f","uk",34.4210672921,0.3640996818,1,1,"Jay, W. M. L","Holden with the cords","elite",
"uc2.ark+=13960=t17m0473p",1866,1866,0,1866,,,37.293508785,0.1510752552,0,1,"Maria","Bessie and Raymond;","vulgar",
"uc2.ark+=13960=t17m04t77",1879,1879,0,1879,"m","us",26.3108421504,0.6150174751,1,1,"Cable, George Washington","Old Creole days","elite",
"uc2.ark+=13960=t17m0b24d",1922,1922,0,1922,"m","uk",30.1560614798,0.6168625967,0,1,"Brighouse, Harold","Hepplestall's","vulgar",
"uc2.ark+=13960=t1cj87x20",1913,1913,0,1913,"f","us",31.477573162,0.235986082,0,1,"Bower, B. M","The gringos","vulgar",
"uc2.ark+=13960=t1dj5fc10",1867,1867,0,1867,"f","uk",32.3985118087,0.7410416908,1,1,"Ritchie, Anne Thackeray","The village on the cliff","elite",
"uc2.ark+=13960=t1fj2bd0w",1904,1904,0,1904,"f","uk",24.6618670178,0.3211858262,1,1,"Kelly, Myra","Little citizens","elite",
"uc2.ark+=13960=t1gh9bk2q",1886,1886,0,1886,"f","us",30.7422570424,0.6614512897,1,1,"Phelps, Elizabeth Stuart","The Madonna of the tubs","elite",
"uc2.ark+=13960=t1gh9cs39",1890,1890,0,1890,"f","us",44.3604730014,0.1762025267,0,1,"Holmes, Mary Jane","Dora Deane","vulgar",
"uc2.ark+=13960=t1mg7mm2m",1875,1875,0,1875,"f","uk",34.4694976143,0.5435233134,1,1,"Gift, Theo","Pretty Miss Bellew;","elite",
"uc2.ark+=13960=t1ng4h12x",1865,1865,0,1865,"f","us",31.974094946,0.3120437433,0,1,"Stephens, Ann S","Silent struggles","vulgar",
"uc2.ark+=13960=t1ng4rz6v",1884,1884,0,1884,"m","bengali",24.8476578769,0.4887171998,0,1,"Chatterji, Bankim Chandra","The poison tree;","vulgar",
"uc2.ark+=13960=t1pg1nv9w",1876,1876,0,1876,"f","uk",32.0627450336,0.6471311387,1,1,"Broughton, Rhoda","Joan","elite",
"uc2.ark+=13960=t1pg1vn1t",1902,1902,0,1902,"m","us",17.8691895354,0.8941369521,0,1,"Lorimer, George Horace","Letters from a self-made merchant to his son","vulgar",
"uc2.ark+=13960=t1qf91x3f",1913,1913,0,1913,"m","uk",27.3365807619,0.7373317258,1,1,"Mackenzie, Compton","Sinister street","elite",
"uc2.ark+=13960=t1rf5zh8f",1907,1907,0,1907,"m","uk",27.7703690549,0.6183369552,1,1,"Crockett, S. R","Me and Myn","elite",
"uc2.ark+=13960=t1sf2mf2p",1873,1873,0,1873,"m","us",29.8208584309,0.2607495421,1,1,"Peterson, Henry","Pemberton, or, One hundred years ago","elite",
"uc2.ark+=13960=t1sf2nz58",1901,1901,0,1901,"m","uk",28.1497860778,0.6019190465,1,1,"Marriott, Charles","The column","elite",
"uc2.ark+=13960=t1td9qq24",1888,1888,0,1888,"m","us",30.4826264119,0.7578736652,0,1,"Châteauclair, Wilfrid","The young seigneur;","vulgar",
"uc2.ark+=13960=t1wd3q923",1861,1861,0,1861,"m","us",35.6368289728,0.8567057284,1,1,"Holmes, Oliver Wendell","Elsie Venner;","elite",
"uc2.ark+=13960=t1wd3r010",1921,1921,0,1921,"m","us",29.6854414713,0.4232914092,1,1,"Haldeman-Julius, Emanuel and Anna Marcet","Dust","elite",
"uc2.ark+=13960=t1xd0w07q",1852,1852,0,1852,"f","uk",26.018724033,0.5668053018,1,1,"Craik, Dinah Maria Mulock","The head of the family","elite",
"uc2.ark+=13960=t21c1wq1g",1907,1907,0,1907,"f","us",27.0220912958,0.3218061594,0,1,"Davis, M. E. M","The price of silence","vulgar",
"uc2.ark+=13960=t21c1zs54",1876,1876,0,1876,"f","uk",33.1818237043,0.6619222267,1,1,"Broughton, Rhoda","Joan","elite",
"uc2.ark+=13960=t25b01m57",1880,1880,0,1880,"f","uk",29.0272637496,0.0974966316,0,1,"Brame, Charlotte M","Repented at leisure","vulgar",
"uc2.ark+=13960=t26971c28",1913,1913,0,1913,"m","us",23.0533904156,0.2596369546,0,1,"Holmes, Richard S","Bradford Horton: Man","vulgar",
"uc2.ark+=13960=t2794111g",1903,1903,0,1903,"m","us",31.3116327193,0.3716447549,1,1,"Fox, John","The little shepherd of Kingdom Come","elite",
"uc2.ark+=13960=t2794116w",1902,1902,0,1902,"f","us",23.48285525,0.6923505098,1,1,"Foote, Mary Hallock","The desert and the sown","elite",
"uc2.ark+=13960=t2794143s",1917,1917,0,1917,"m","us",37.2786142447,0.1709774559,0,1,"Burroughs, Edgar Rice","A princess of Mars","vulgar",
"uc2.ark+=13960=t27943w01",1901,1901,0,1901,"m","us",26.444715331,0.9006134116,0,1,"Colton, Arthur Willis","The delectable mountains","vulgar",
"uc2.ark+=13960=t28912x1q",1859,1859,0,1859,"m","uk",41.3559836367,0.212593299,1,1,"Hamel, Felix John","Harry Roughton, or, Reminiscences of a revenue officer","elite",
"uc2.ark+=13960=t2c829n5x",1859,1859,0,1859,"m","uk",29.182516467,0.4312107944,1,1,"Francis, Francis","Newton Dogvane","elite",
"uc2.ark+=13960=t2h70896n",1899,1899,0,1899,"m","uk",21.8606773174,0.2379533482,0,1,"Weyman, Stanley John","When love calls","vulgar",
"uc2.ark+=13960=t2h708h89",1851,1851,0,1851,"f","us",32.8612712516,0.0770680924,0,1,"Pearson, Emily C","Jamie Parker, the fugitive","vulgar",
"uc2.ark+=13960=t2h70dt42",1888,1888,0,1888,"m","uk",29.4155662475,0.3161268457,0,1,"Gibbon, Charles","Beyond compare","vulgar",
"uc2.ark+=13960=t2j67fx2g",1870,1870,0,1870,"m","uk",30.2454754527,0.718010364,1,1,"Disraeli, Benjamin","Lothair","elite",
"uc2.ark+=13960=t2m61fk5s",1899,1899,0,1899,"m","spanish",27.4146928318,0.5342114418,0,1,"Palacio Valdés, Armando","The joy of Captain Ribot;","vulgar",
"uc2.ark+=13960=t2m61hb1j",1894,1894,0,1894,"m","uk",28.0797435198,0.6858935098,1,1,"Caine, Hall","The manxman","elite",
"uc2.ark+=13960=t2n58cz1k",1874,1874,0,1874,"m","us",29.8441559619,0.2183297411,0,1,"Roe, Edward Payson","Opening a chestnut burr","vulgar",
"uc2.ark+=13960=t2p55gp79",1890,1890,0,1890,"m","uk",23.9557461913,0.4215085398,0,1,"Bain, F. W","Dmitri","vulgar",
"uc2.ark+=13960=t2q52nv5t",1863,1863,0,1863,,,31.0435780947,0.7192885605,0,1,"Drury, Anna H","Deep waters","vulgar",
"uc2.ark+=13960=t2r49pd51",1883,1883,0,1883,"m","uk",26.7495757182,0.2446819255,1,1,"Conway, Hugh","Called back","elite",
"uc2.ark+=13960=t2t43pd6v",1865,1865,0,1865,"m","uk",35.570532893,0.3096481824,0,1,"Reid, Mayne","The cliff-climbers; or, The lone home in the Himalayas","vulgar",
"uc2.ark+=13960=t2v40kg0s",1869,1869,0,1869,"m","french",31.3356678852,0.4301467398,0,1,"Droz, Gustave","Around a spring","vulgar",
"uc2.ark+=13960=t3125zp8x",1861,1861,0,1861,"m","uk",35.7752705202,0.4769972197,0,1,"Aytoun, William Edmondstoune","Norman Sinclair","vulgar",
"uc2.ark+=13960=t3320543j",1887,1887,0,1887,"m","uk",35.3154865674,0.7490409473,1,1,"Black, William","Sabina Zembra","elite",
"uc2.ark+=13960=t3416vd9j",1882,1882,0,1882,"m","us",43.4080457305,0.0873189063,0,1,"Otis, James","Mr. Stubbs's brother;","vulgar",
"uc2.ark+=13960=t3513x89r",1891,1891,0,1891,,,33.6902522759,0.467679345,0,1,"Ward, E","A pair of originals","vulgar",
"uc2.ark+=13960=t3610xb6c",1871,1871,0,1871,"f","us",34.076462163,0.2201454768,0,1,"Harbert, Lizzie Boynton","Out of her sphere","vulgar",
"uc2.ark+=13960=t3610z94c",1902,1902,0,1902,"m","us",26.7140462752,0.4318241436,1,1,"Connolly, James B","Out of Gloucester","elite",
"uc2.ark+=13960=t3707z95g",1902,1902,0,1902,"f","uk",27.2566785829,0.8303920852,1,1,"Sedgwick, Anne Douglas","The rescue","elite",
"uc2.ark+=13960=t39z9256f",1922,1922,0,1922,"m",,25.0985956136,0.4193207864,0,1,"Travers, John","The Mortimers","vulgar",
"uc2.ark+=13960=t3bz6461g",1885,1885,0,1885,"m","uk",28.4592501566,0.6306872905,1,1,"Meredith, George","Diana of the Crossways","elite",
"uc2.ark+=13960=t3cz3cz3c",1864,1864,0,1864,"m","us",27.716987246,0.2819349665,1,1,"Sargent, Epes","Peculiar;","elite",
"uc2.ark+=13960=t3gx46m3s",1922,1922,0,1922,"m","au",36.7536228859,0.202115591,0,1,"(Alfred Greenwood), Hales, A. G","M'Glusky","vulgar",
"uc2.ark+=13960=t3jw86z32",1866,1866,0,1866,"m","us",27.157901814,0.143100411,0,1,"Optic, Oliver","Haste and waste;","vulgar",
"uc2.ark+=13960=t3pv6nz42",1900,1900,0,1900,"f","uk",25.3715971942,0.8294368644,1,1,"Ward, Mary Augusta","Eleanor;","elite",
"uc2.ark+=13960=t3rv0fp5t",1907,1907,0,1907,"f","us",32.5466886346,0.5147728629,0,1,"Laughlin, Clara E","Felicity","vulgar",
"uc2.ark+=13960=t3st7kr2j",1869,1869,0,1869,"m","uk",27.2597248329,0.2285330221,0,1,"Hemyng, Bracebridge","Held in thrall","vulgar",
"uc2.ark+=13960=t3tt4g49s",1873,1873,0,1873,"m","us",26.8415496886,0.2236317347,0,1,"Optic, Oliver","In school and out;","vulgar",
"uc2.ark+=13960=t3tt4h41b",1898,1898,0,1898,"f","us",32.1755416743,0.3009344693,0,1,"Noble, Annette Lucile","The silent man's legacy","vulgar",
"uc2.ark+=13960=t3vt1j63s",1871,1871,0,1871,"m","us",28.9501087674,0.287791054,0,1,"Leavitt, John McDowell","The American cardinal","vulgar",
"uc2.ark+=13960=t3ws8wh1m",1859,1859,0,1859,"m","uk",36.4600137355,0.61075626,1,1,"Hughes, Thomas","Tom Brown at Oxford","elite",
"uc2.ark+=13960=t3zs2n00v",1904,1904,0,1904,"m","us",33.3625002482,0.0793194008,0,1,"Grimm, George","Pluck","vulgar",
"uc2.ark+=13960=t41r6ns5n",1893,1893,0,1893,,,27.0696202433,0.2218006182,0,1,"Brown, William Horace","A southern heritage","vulgar",
"uc2.ark+=13960=t43r0sj8z",1885,1885,0,1885,"f","us",27.6363509368,0.4855870483,0,1,"Guernsey, Lucy Ellen","Oldham","vulgar",
"uc2.ark+=13960=t45q4v85j",1901,1901,0,1901,"m","uk",23.2306350539,0.4320267208,0,1,"Onions, Oliver","The compleat bachelor","vulgar",
"uc2.ark+=13960=t48p5zc15",1871,1871,0,1871,"f","german",32.0583502561,0.2221105533,0,1,"Volckhausen, Adeline","Why did he not die?, or, The Child from the Ebräergang","vulgar",
"uc2.ark+=13960=t49p38m1k",1885,1885,0,1885,"f","uk",29.228031103,0.6529491573,1,1,"Malet, Lucas","Colonel Enderby's wife","elite",
"uc2.ark+=13960=t4bp0174c",1872,1872,0,1872,"m","uk",18.4617429386,0.4497932895,0,1,"Burnand, F. C","Happy-thought hall","vulgar",
"uc2.ark+=13960=t4bp05k0k",1873,1873,0,1873,"m","uk",27.6114102292,0.4215973228,1,1,"Reade, Charles","A simpleton","elite",
"uc2.ark+=13960=t4fn12c70",1900,1900,0,1900,"f","us",20.9780319407,0.510570696,0,1,"Von Hutten, Bettina Riddle","Marr'd in making","vulgar",
"uc2.ark+=13960=t4gm83h3w",1921,1921,0,1921,"m","us",25.5091724014,0.2965854622,0,1,"Oyen, Henry","Twisted trails","vulgar",
"uc2.ark+=13960=t4jm24n5d",1922,1922,0,1922,"f","us",25.1919951089,0.5570932653,1,1,"Gerould, Katharine Fullerton","Lost Valley","elite",
"uc2.ark+=13960=t4kk98b83",1907,1907,0,1907,"m","us",30.7010882614,0.6970918066,1,1,"Whitlock, Brand","The turn of the balance","elite",
"uc2.ark+=13960=t4mk66200",1872,1872,0,1872,"f","us",32.1567948965,0.2819157582,0,1,"Mathews, Joanna Hooe","Jessie's parrot","vulgar",
"uc2.ark+=13960=t4qj7cg1w",1901,1901,0,1901,"m","us",34.3483314633,0.3319859522,0,1,"Irvine, Leigh Hadley","An affair in the South seas; a story of romantic adventure","vulgar",
"uc2.ark+=13960=t4rj4df5z",1851,1851,0,1851,"m","us",36.0986296113,0.629190623,0,1,"Mitchell, Donald Grant","Dream life","vulgar",
"uc2.ark+=13960=t4sj1d326",1880,1880,0,1880,"m","us",27.6539525858,0.6297626301,1,1,"Cooke, John Esten","The Virginia Bohemians;","elite",
"uc2.ark+=13960=t4sj1g55c",1886,1886,0,1886,"m","uk",30.2539942719,0.6510909624,1,1,"Lang, Andrew","The mark of Cain","elite",
"uc2.ark+=13960=t4sj1gm8n",1908,1908,0,1908,"m","uk",26.6447953069,0.5325603523,1,1,"Phillpotts, Eden","The mother","elite",
"uc2.ark+=13960=t4vh5db24",1880,1880,0,1880,"m","uk",49.8896484919,0.4457358443,0,1,"Miller, Thomas","Little Blue Hood","vulgar",
"uc2.ark+=13960=t4wh2fh9b",1850,1850,0,1850,"m","uk",61.0124127336,0.346263455,0,1,"Leighton, John","Christmas comes but once a year","vulgar",
"uc2.ark+=13960=t4wh2g65s",1903,1903,0,1903,"f","us",25.3136192468,0.3768174275,0,1,"Andrews, Mary Raymond Shipman","A kidnapped colony","vulgar",
"uc2.ark+=13960=t4zg6jp9m",1917,1917,0,1917,"m","uk",30.0781942237,0.7672845978,1,1,"Goldring, Douglas","The fortune;","elite",
"uc2.ark+=13960=t52f7sh9h",1907,1907,0,1907,"m","uk",36.5479213148,0.5285390178,1,1,"Buckley, William","Cambia Carty and other stories","elite",
"uc2.ark+=13960=t53f4mh08",1870,1870,0,1870,"f","us",29.8523986601,0.2668690674,0,1,"Bradley, Mary E","A wrong confessed is half redressed","vulgar",
"uc2.ark+=13960=t53f4r152",1852,1852,0,1852,"f","uk",28.3422461144,0.7137176962,1,1,"Craik, Dinah Maria Mulock","The head of the family","elite",
"uc2.ark+=13960=t58c9t183",1919,1919,0,1919,"m","us",26.4538406126,0.2314035316,0,1,"Watson, Robert","The girl of O. K. Valley","vulgar",
"uc2.ark+=13960=t5bc3w39n",1866,1866,0,1866,"f","uk",35.9735908765,0.7433420736,0,1,"Tytler, Sarah","Days of yore","vulgar",
"uc2.ark+=13960=t5db83h0b",1871,1871,0,1871,"f","uk",30.3195966686,0.2686921336,1,1,"Parr, Louisa Taylor","Dorothy Fox","elite",
"uc2.ark+=13960=t5fb4z81t",1871,1871,0,1871,"m","uk",41.2038936242,0.1937343051,0,1,"Greey, Edward","Blue jackets","vulgar",
"uc2.ark+=13960=t5gb1xz8x",1902,1902,0,1902,"m","us",29.8392431382,0.7047283447,1,1,"Crawford, F. Marion","Cecilia;","elite",
"uc2.ark+=13960=t5gb2142w",1900,1900,0,1900,"m","au",30.5607015875,0.4382255529,1,1,"Lawson, Henry","On the track","elite",
"uc2.ark+=13960=t5h98zv6n",1851,1851,0,1851,"f","uk",46.1431407822,0.1526751677,0,1,"Luke, Jemima Thompson","The female Jesuit;","vulgar",
"uc2.ark+=13960=t5k93292h",1876,1876,0,1876,"f","us",32.6612747778,0.1608102976,0,1,"Finley, Martha","Mildred Keith","vulgar",
"uc2.ark+=13960=t5m902m17",1872,1872,0,1872,"m","us",24.9357607172,0.5561425346,1,1,"De Mille, James","The American baron","elite",
"uc2.ark+=13960=t5m904803",1901,1901,0,1901,"m","us",25.1588712876,0.5716694309,1,1,"Churchill, Winston","The crisis","elite",
"uc2.ark+=13960=t5m909j36",1860,1860,0,1860,"f","us",38.2842595852,0.6151607005,0,1,"Warfield, Catherine Ann Ware","The household of Bouverie","vulgar",
"uc2.ark+=13960=t5p846g0d",1907,1907,0,1907,"m","uk",32.3074026816,0.3792497146,1,1,"Dalziel, James","In the first watch","elite",
"uc2.ark+=13960=t5q815w5z",1868,1868,0,1868,"f","us",32.5201891427,0.6574899462,0,1,"Dickinson, Anna E","What answer?","vulgar",
"uc2.ark+=13960=t5q815z5v",1869,1869,0,1869,"m","us",31.0561757151,0.501976446,1,1,"Harte, Bret","The luck of Roaring Camp","elite",
"uc2.ark+=13960=t5q81d957",1869,1869,0,1869,"m","uk",30.346937587,0.5538419652,0,1,"Jerrold, Blanchard","Cent per cent","vulgar",
"uc2.ark+=13960=t5r787t41",1917,1917,0,1917,"f","uk",24.1891021292,0.6977939305,1,1,"Richardson, Dorothy M","Backwater","elite",
"uc2.ark+=13960=t5x63bj5g",1903,1903,0,1903,"m","us",30.2184659391,0.5525065167,1,1,"Smith, Francis Hopkinson","The under dog","elite",
"uc2.ark+=13960=t5x63cb4q",1917,1917,0,1917,"f","us",30.7819849733,0.8158504313,1,1,"Wharton, Edith","Summer","elite",
"uc2.ark+=13960=t5x63ds6x",1888,1888,0,1888,"f","uk",32.6201088497,0.8533544256,1,1,"Ward, Mary Augusta","Robert Elsmere","elite",
"uc2.ark+=13960=t5x63gm9z",1876,1876,0,1876,"f","uk",33.0732235617,0.6874597229,1,1,"Broughton, Rhoda","Joan","elite",
"uc2.ark+=13960=t5x63jg14",1900,1900,0,1900,"m","uk",28.3635158698,0.5135775647,1,1,"Hewlett, Maurice","The life and death of Richard Yea-and-Nay","elite",
"uc2.ark+=13960=t5z60cq78",1900,1900,0,1900,"f","uk",28.6223327227,0.7833627412,1,1,"Malet, Lucas","The gateless barrier","elite",
"uc2.ark+=13960=t6057f51x",1917,1917,0,1917,"m","us",25.8016265923,0.4966596779,0,1,"Rhodes, Eugene Manlove","West is west","vulgar",
"uc2.ark+=13960=t6639nr4d",1899,1899,0,1899,"m","uk",31.9356693949,0.750571671,1,1,"Dowson, Ernest Christopher","Adrian Rome","elite",
"uc2.ark+=13960=t6736nr4k",1880,1880,0,1880,"m","us",29.7703328448,0.5775860308,0,1,"Hawthorne, Julian","Garth: a novel","vulgar",
"uc2.ark+=13960=t6833w53j",1922,1922,0,1922,"f","au",28.89400591,0.3778172867,0,1,"Bruce, Mary Grant","The stone axe of Burkamukk","vulgar",
"uc2.ark+=13960=t6d21xm9t",1870,1870,0,1870,"m","uk",30.7545853602,0.6313037218,1,1,"Disraeli, Benjamin","Lothair","elite",
"uc2.ark+=13960=t6h12wz10",1900,1900,0,1900,"m","us",31.5394980649,0.0705721708,0,1,"Chipman, William P","A yankee lad's pluck","vulgar",
"uc2.ark+=13960=t6k06xn34",1920,1920,0,1920,"m","us",20.9833373754,0.2309894389,0,1,"Deprend, Jeffrey","The golden poppy;","vulgar",
"uc2.ark+=13960=t6m043s5h",1850,1850,0,1850,"f","uk",35.9945561973,0.3354965811,0,1,"Hall, S. C","Stories of the Irish peasantry","vulgar",
"uc2.ark+=13960=t6n010f2h",1872,1872,0,1872,"f","us",27.5056824888,0.2382676156,0,1,"Dorr, Julia C. R","Expiation","vulgar",
"uc2.ark+=13960=t6nz85s88",1883,1883,0,1883,,,32.0666876931,0.6435082908,1,1,"anonymous4","My trivial life and misfortune","elite",
"uc2.ark+=13960=t6qz2389j",1922,1922,0,1922,"m","us",26.4748711375,0.4675743376,0,1,"Linderman, Frank Bird","Lige Mounts","vulgar",
"uc2.ark+=13960=t6rx9gk2c",1887,1887,0,1887,"m","uk",32.1448765597,0.6268776286,1,1,"Black, William","Sabina Zembra","elite",
"uc2.ark+=13960=t6sx6753r",1855,1855,0,1855,"m","uk",44.5910739473,0.3461814946,0,1,"Harwood, John Berwick","The serf-sisters;","vulgar",
"uc2.ark+=13960=t6sx69c95",1870,1870,0,1870,"f","uk",25.3860856962,0.4416654842,0,1,"Wood, Henry","Bessy Rane","vulgar",
"uc2.ark+=13960=t6tx36g8z",1922,1922,0,1922,"m","us",31.4554684326,0.8398051126,1,1,"Harrison, Henry","Saint Teresa","elite",
"uc2.ark+=13960=t6tx37k6r",1886,1886,0,1886,"f","us",41.2324604868,0.3587026935,0,1,"Vandegrift, Margaret","Ways and means","vulgar",
"uc2.ark+=13960=t6xw4n10m",1895,1895,0,1895,"m","uk",29.8191620001,0.2290182189,0,1,"Stables, Gordon","Shireen and her friends","vulgar",
"uc2.ark+=13960=t72v2dq8z",1905,1905,0,1905,"f","us",23.8609317582,0.5783544938,0,1,"Elliott, Maud Howe","Two in Italy","vulgar",
"uc2.ark+=13960=t78s4kj2t",1920,1920,0,1920,"f","us",29.089169464,0.7405281951,1,1,"Cather, Willa","Youth and the Bright Medusa","elite",
"uc2.ark+=13960=t7cr5nv4m",1884,1884,0,1884,"f","us",28.6172638316,0.6606256663,1,1,"Jackson, Helen Hunt","Ramona","elite",
"uc2.ark+=13960=t7cr5nx0k",1871,1871,0,1871,"m","us",29.407441884,0.5747812991,1,1,"Eggleston, Edward","The Hoosier school-master","elite",
"uc2.ark+=13960=t7cr5nx6g",1903,1903,0,1903,"m","us",23.3405582665,0.4064407525,0,1,"Smith, Arthur Cosslett","The turquoise cup","vulgar",
"uc2.ark+=13960=t7dr2qb7b",1902,1902,0,1902,"f","us",31.7380081028,0.4573039597,1,1,"Wiggin, Kate Douglas Smith","The diary of a goose girl","elite",
"uc2.ark+=13960=t7dr2xx5g",1852,1852,0,1852,"f","uk",50.3758062637,0.3336320594,0,1,"Lowndes, Hannah Maria Jones","Katharine Bereford; or, The shade and sunshine of woman's life","vulgar",
"uc2.ark+=13960=t7jq0zc1x",1852,1852,0,1852,"f","uk",27.471403048,0.6006417857,1,1,"Craik, Dinah Maria Mulock","The head of the family","elite",
"uc2.ark+=13960=t7mp4xh9z",1893,1893,0,1893,"m","uk",32.3519296919,0.1015914744,0,1,"Ingram, J. Forsyth","The story of a gold concession","vulgar",
"uc2.ark+=13960=t7np1x57p",1876,1876,0,1876,"m","us",30.9863578239,0.5028052453,1,1,"Hale, Edward Everett","Philip Nolan's friends","elite",
"uc2.ark+=13960=t7sn01q3p",1887,1887,0,1887,"f","uk",26.1856845797,0.5238427366,0,1,"Barr, Amelia Edith Huddleston","The squire of Sandal-Side;","vulgar",
"uc2.ark+=13960=t7sn04s0c",1920,1920,0,1920,"m","uk",27.2842804053,0.6466355946,1,1,"Gibbs, Philip","Back to Life","elite",
"uc2.ark+=13960=t7vm4gd68",1903,1903,0,1903,"m","uk",31.2551145074,0.7571024149,1,1,"Moore, George","The untilled field","elite",
"uc2.ark+=13960=t7xk87j6z",1877,1877,0,1877,"f","uk",33.6750781545,0.4407832134,0,1,"Forrester, Mrs","Mignon","vulgar",
