docid,actualdate,earliestdate,firstpub,tags,recordid,OCLC,author,imprint,enumcron,title,pubrev,judge,impaud,yrrev,pubname,birthdate,gender,nationality,othername,notes,canon,path,authsvols,publisher,decade
uva.x000230249,1907,1868,1868.0,elite,,,"Turgenev, Ivan Sergeevich","New York;Scribner;1907, c1904",,The brigadier,,,,,,1818.0,m,russian,,,,uva/pairtree_root/x0/00/23/02/49/x000230249/uva.x000230249.json.bz2,391,Scribner,1860
uc2.ark+=13960=t8bg2j314,1861,1861,1861.0,elite,1692752.0,275638,"Holmes, Oliver Wendell",Boston;Ticknor and Fields;1861.,v.2,Elsie Venner;,rev,,,1861,ATL,1809.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/8b/g2/j3/14/ark+=13960=t8bg2j314/uc2.ark+=13960=t8bg2j314.json.bz2,144,Ticknor Fields,1860
nyp.33433074901749,1866,1866,1866.0,elite,8667425.0,4568191,"Merritt, Henry",Philadelphia;J.B. Lippincott;1866.,,Robert Dalby and his world of troubles,rev,,,1866,FR,1822.0,m,uk,,,,nyp/pairtree_root/33/43/30/74/90/17/49/33433074901749/nyp.33433074901749.json.bz2,1,Lippincott,1860
nyp.33433076054760,1860,1860,1860.0,elite,8660498.0,6185134,"Roe, A. S",New York;Derby & Jackson;1860.,,How could he help it?,rev,,,1860,ATL,1798.0,m,us,,,,nyp/pairtree_root/33/43/30/76/05/47/60/33433076054760/nyp.33433076054760.json.bz2,12,Derby Jackson,1860
uc1.b250128,1864,1864,1864.0,elite,6502425.0,5515317,"Le Fanu, Joseph Sheridan",London;R. Bentley;1864.,v.2,Uncle Silas,rev,,,1865,ATL,1814.0,m,ir,,,,uc1/pairtree_root/$b/25/01/28/$b250128/uc1.$b250128.json.bz2,43,Bentley,1860
uiuo.ark+=13960=t2j684v7n,1861,1861,1861.0,elite,3862375.0,1110892,"Dickens, Charles",London;Chapman and Hall ...;1861.,v.1,Great expectations,rev,pos,pop,1861,ATL,1812.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/2j/68/4v/7n/ark+=13960=t2j684v7n/uiuo.ark+=13960=t2j684v7n.json.bz2,1251,Chapman Hall,1860
nc01.ark+=13960=t3mw2v80v,1867,1867,1867.0,elite,10939004.0,1634478,"De Forest, John William",New York;Harper & Brothers;1867.,,Miss Ravenel's conversion from secession to loyalty,rev,,,1867,ATL,1826.0,m,us,,,,nc01/pairtree_root/ar/k+/=1/39/60/=t/3m/w2/v8/0v/ark+=13960=t3mw2v80v/nc01.ark+=13960=t3mw2v80v.json.bz2,14,Harper,1860
uiuo.ark+=13960=t86h55691,1868,1868,1868.0,elite,6502421.0,3436555,"Lever, Charles James","London;Smith, Elder;1868.",v.1,The Bramleighs of Bishop's Folly,rev,,,1868,FR,1806.0,m,ir,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/86/h5/56/91/ark+=13960=t86h55691/uiuo.ark+=13960=t86h55691.json.bz2,550,Smith Elder,1860
uiuo.ark+=13960=t6sx6t891,1868,1868,1868.0,elite,629962.0,7513924,"MacDonald, George",London;Hurst and Blackett;1868.,v.2,Robert Falconer,rev,,,1868,FR,1824.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/6s/x6/t8/91/ark+=13960=t6sx6t891/uiuo.ark+=13960=t6sx6t891.json.bz2,144,Hurst Blackett,1860
nyp.33433076087943,1860,1860,1860.0,elite,1027404.0,10247508,"Hawthorne, Nathaniel",Boston;Ticknor and Fields;1860.,v. 2,"The marble faun, or, The romance of Monte Beni",rev,pos,,1860,ATL,1804.0,m,us,,,,nyp/pairtree_root/33/43/30/76/08/79/43/33433076087943/nyp.33433076087943.json.bz2,437,Ticknor Fields,1860
uc1.b250129,1864,1864,1864.0,elite,6502425.0,5515317,"Le Fanu, Joseph Sheridan",London;R. Bentley;1864.,v.3,Uncle Silas,rev,,,1865,ATL,1814.0,m,ir,,,,uc1/pairtree_root/$b/25/01/29/$b250129/uc1.$b250129.json.bz2,43,Bentley,1860
uiuo.ark+=13960=t0bv85013,1866,1866,1866.0,elite,8720885.0,13404042,"Yates, Edmund Hodgson",London;Chapman and Hall;1866.,v.2,Land at last,rev,,pop,1866,FR,1831.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/0b/v8/50/13/ark+=13960=t0bv85013/uiuo.ark+=13960=t0bv85013.json.bz2,44,Chapman Hall,1860
nyp.33433082546916,1869,1860,1860.0,elite,8662257.0,37102771,"Kingston, William Henry Giles",Boston;Lee & Shepard;1869.,,"Schoolboy days; or, Ernest Bracebridge",rev,,,1860,ATL,1814.0,m,uk,,,,nyp/pairtree_root/33/43/30/82/54/69/16/33433082546916/nyp.33433082546916.json.bz2,66,Lee Shepard,1860
uiuo.ark+=13960=t8kd2h12s,1868,1868,1868.0,elite,6502421.0,3436555,"Lever, Charles James","London;Smith, Elder;1868.",v.3,The Bramleighs of Bishop's Folly,rev,,,1868,FR,1806.0,m,ir,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/8k/d2/h1/2s/ark+=13960=t8kd2h12s/uiuo.ark+=13960=t8kd2h12s.json.bz2,550,Smith Elder,1860
uc1.$b809229,1860,1860,1860.0,elite,7939034.0,273483,"Holland, J. G",New York;Scribner;1860.,,Miss Gilbert's career,rev,pos,,1861,ATL,1819.0,m,us,,,,uc1/pairtree_root/$b/80/92/29/$b809229/uc1.$b809229.json.bz2,40,Scribner,1860
wu.89087925830,1860,1860,1860.0,elite,8994341.0,8423969,"Arthur, T. S",Philadelphia;John E. Potter;c1860.,,"The Allen house, or, Twenty years ago and now",rev,neg,,1860,ATL,1809.0,m,us,,,,wu/pairtree_root/89/08/79/25/83/0/89087925830/wu.89087925830.json.bz2,229,John Potter,1860
mdp.39015011425439,1865,1865,1865.0,elite,448871.0,66290810,"Braddon, M. E",London;John Maxwell;1865.,v.1,"Only a clod, in three vols",rev,pos,pop,1865,FR,1835.0,f,uk,,,,mdp/pairtree_root/39/01/50/11/42/54/39/39015011425439/mdp.39015011425439.json.bz2,273,John Maxwell,1860
mdp.39015011425355,1865,1865,1865.0,elite,448871.0,66290810,"Braddon, M. E",London;John Maxwell;1865.,v.2,"Only a clod, in three vols",rev,pos,pop,1865,FR,1835.0,f,uk,,,,mdp/pairtree_root/39/01/50/11/42/53/55/39015011425355/mdp.39015011425355.json.bz2,273,John Maxwell,1860
uc2.ark+=13960=t1dj5fc10,1867,1867,1867.0,elite,7691435.0,2276728,"Ritchie, Anne Thackeray","London;Smith, Elder;1867.",,The village on the cliff,rev,,,1867,FR,1837.0,f,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/1d/j5/fc/10/ark+=13960=t1dj5fc10/uc2.ark+=13960=t1dj5fc10.json.bz2,46,Smith Elder,1860
nyp.33433076063282,1869,1862,1862.0,elite,8690401.0,26251322,"Stowe, Harriet Beecher","Boston;Fields, Osgood & Co.;1869.",,The pearl of Orr's island,rev,pos,,1862,ATL,1811.0,f,us,,,,nyp/pairtree_root/33/43/30/76/06/32/82/33433076063282/nyp.33433076063282.json.bz2,108,Fields Osgood,1860
uiuo.ark+=13960=t4jm2n11m,1866,1866,1866.0,elite,6130878.0,3918899,"Edwards, Amelia Ann Blanford",London;Tinsley;1866.,v.2,Half a million of money ;,rev,neg,pop,1866,FR,1831.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/4j/m2/n1/1m/ark+=13960=t4jm2n11m/uiuo.ark+=13960=t4jm2n11m.json.bz2,47,Tinsley,1860
nyp.33433084128267,1866,1866,1866.0,elite,8667634.0,5130688,"Riddell, J. H",New York;Harper;1866.,,Maxwell Drewitt,rev,,,1866,FR,1835.0,f,uk,,,,nyp/pairtree_root/33/43/30/84/12/82/67/33433084128267/nyp.33433084128267.json.bz2,62,Harper,1860
uc1.b4109141,1868,1868,1868.0,elite,114757.0,33412514,"Edwards, Amelia Ann Blanford",New York;C. Scribner & Company;Cleveland;Ingham & Bragg;1868.,,Norwood;,rev,,,1868,ATL,1813.0,f,uk,,,,uc1/pairtree_root/b4/10/91/41/b4109141/uc1.b4109141.json.bz2,47,Scribner Cleveland Ingham Bragg,1860
uc1.b4102980,1865,1865,1865.0,elite,6155301.0,9106136,"Ingelow, Jean",Boston;Roberts;1865.,,Studies for stories,rev,neg,,1865,ATL,1820.0,f,uk,,,,uc1/pairtree_root/b4/10/29/80/b4102980/uc1.b4102980.json.bz2,24,Roberts,1860
uc1.b4104144,1861,1861,1861.0,elite,243578.0,6315241,"Putnam, Mary Lowell",Boston;Ticknor and Fields;1861.,,Record of an obscure man,rev,,,1862,ATL,1810.0,f,us,,,,uc1/pairtree_root/b4/10/41/44/b4104144/uc1.b4104144.json.bz2,3,Ticknor Fields,1860
uiuo.ark+=13960=t6154zd7b,1866,1866,1866.0,elite,6130878.0,3918899,"Edwards, Amelia Ann Blanford",London;Tinsley;1866.,v.3,Half a million of money ;,rev,neg,pop,1866,FR,1831.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/61/54/zd/7b/ark+=13960=t6154zd7b/uiuo.ark+=13960=t6154zd7b.json.bz2,47,Tinsley,1860
uc1.$b807239,1860,1860,1860.0,elite,9949953.0,,"Cummins, Maria S",Boston;Ticknor and Fields;1860.,,El FureidÌ¨s,rev,pos,,1860,ATL,1827.0,f,us,,,,uc1/pairtree_root/$b/80/72/39/$b807239/uc1.$b807239.json.bz2,17,Ticknor Fields,1860
uc2.ark+=13960=t09w0967b,1864,1863,1863.0,elite,784546.0,11706704,"Warner, Susan",New York;R. Carter & brothers;1864.,v.1,The old helmet,rev,,pop,1866,BM,1819.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/09/w0/96/7b/ark+=13960=t09w0967b/uc2.ark+=13960=t09w0967b.json.bz2,57,Carter,1860
mdp.39015011425348,1865,1865,1865.0,elite,448871.0,66290810,"Braddon, M. E",London;John Maxwell;1865.,v.3,"Only a clod, in three vols",rev,pos,pop,1865,FR,1835.0,f,uk,,,,mdp/pairtree_root/39/01/50/11/42/53/48/39015011425348/mdp.39015011425348.json.bz2,273,John Maxwell,1860
uc2.ark+=13960=t9g44jj09,1865,1865,1866.0,elite,324077.0,6218421,"Lander, Meta",New York;Sheldon and company;1865.,,Esperance,rev,neg,,1866,ATL,1813.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/9g/44/jj/09/ark+=13960=t9g44jj09/uc2.ark+=13960=t9g44jj09.json.bz2,4,Sheldon,1860
uiuo.ark+=13960=t3708f59s,1866,1866,1866.0,elite,6130878.0,3918899,"Edwards, Amelia Ann Blanford",London;Tinsley;1866.,v.1,Half a million of money ;,rev,neg,pop,1866,FR,1831.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/37/08/f5/9s/ark+=13960=t3708f59s/uiuo.ark+=13960=t3708f59s.json.bz2,47,Tinsley,1860
wu.89098020795,1866,1866,1866.0,elite,123313.0,4343007,"Dodge, Mary Mapes",New York;J. O'Kane;1866.,,Hans Brinker;,rev,,,1866,ATL,1831.0,f,us,,,,wu/pairtree_root/89/09/80/20/79/5/89098020795/wu.89098020795.json.bz2,22,O'Kane,1860
uiuo.ark+=13960=t1kh15m3g,1865,1865,1865.0,elite,8720221.0,38000072,"Foxton, E","Boston;Lee and Shepard;1866, c1865.",v.2,"Herman, or, Young knighthood",rev,,,1866,ATL,1823.0,f,us,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/1k/h1/5m/3g/ark+=13960=t1kh15m3g/uiuo.ark+=13960=t1kh15m3g.json.bz2,2,Lee Shepard,1860
nyp.33433075748867,1860,1860,1860.0,elite,8667142.0,12779728,Pardoe,Philadelphia;T.B. Peterson;186-?,,The adopted heir,rev,neg,,1860,ATL,1806.0,f,uk,,,,nyp/pairtree_root/33/43/30/75/74/88/67/33433075748867/nyp.33433075748867.json.bz2,39,Peterson,1860
uc1.$b799998,1860,1860,1860.0,elite,7939779.0,4913433,"Spofford, Harriet Elizabeth Prescott",Boston;J. E. Tilton and company;1860.,,Sir Rohan's ghost,rev,pos,,1860,ATL,1835.0,f,us,,,,uc1/pairtree_root/$b/79/99/98/$b799998/uc1.$b799998.json.bz2,32,Tilton,1860
uc2.ark+=13960=t06w96j0p,1864,1864,1864.0,elite,784546.0,11706704,"Warner, Susan",New York;R. Carter & brothers;1864.,v.2,The old helmet,rev,,pop,1866,BM,1819.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/06/w9/6j/0p/ark+=13960=t06w96j0p/uc2.ark+=13960=t06w96j0p.json.bz2,57,Carter,1860
uc2.ark+=13960=t8rb7005b,1866,1866,1866.0,elite,6501713.0,3689996,"Charles, Elizabeth Rundle",New York;M. W. Dodd;1866.,,Winifred Bertram and the world she lived in,rev,,pop,1866,ATL,1828.0,f,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/8r/b7/00/5b/ark+=13960=t8rb7005b/uc2.ark+=13960=t8rb7005b.json.bz2,41,Dodd,1860
uc2.ark+=13960=t1ng4h12x,1865,1865,1865.0,vulgar,,,"Stephens, Ann S",Philadelphia;T.B. Peterson & Brothers;c1865.,,Silent struggles,,,,,,1810.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/1n/g4/h1/2x/ark+=13960=t1ng4h12x/uc2.ark+=13960=t1ng4h12x.json.bz2,47,Peterson,1860
nyp.33433075762322,1866,1866,1866.0,vulgar,,,"Wood, Ellen",Philadelphia;T.B. Peterson;1866.,,Elster's folly,,,,,,1814.0,f,uk,,,,nyp/pairtree_root/33/43/30/75/76/23/22/33433075762322/nyp.33433075762322.json.bz2,232,Peterson,1860
uiuo.ark+=13960=t7zk5np7c,1868,1868,1868.0,vulgar,,,"Blaze de Bury, Marie Pauline Rose","London;Virtue and Co., 26, Ivy Lane; New York: Virtue and Yorston;New York.;1868.",,All for greed,,,,,,1813.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/7z/k5/np/7c/ark+=13960=t7zk5np7c/uiuo.ark+=13960=t7zk5np7c.json.bz2,2,Virtue Ivy Lane Yorston,1860
loc.ark+=13960=t6d22dg8q,1865,1865,1865.0,vulgar,,,"Victor, Metta Victoria Fuller",New York;Beadle and company;c1865,,The two hunters;,,,,,,1831.0,f,us,,,,loc/pairtree_root/ar/k+/=1/39/60/=t/6d/22/dg/8q/ark+=13960=t6d22dg8q/loc.ark+=13960=t6d22dg8q.json.bz2,12,Beadle,1860
uc1.b3123856,1868,1868,1868.0,vulgar,,,Houstoun,London;Tinsley brothers;1868.,,Sink or swim?,,,,,,1815.0,f,uk,,,,uc1/pairtree_root/b3/12/38/56/b3123856/uc1.b3123856.json.bz2,8,Tinsley,1860
uiuo.ark+=13960=t4rj4zt7g,1865,1865,1865.0,vulgar,,,"Manning, Anne",London;R. Bentley;1865.,,Belforest,,,,,,1807.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/4r/j4/zt/7g/ark+=13960=t4rj4zt7g/uiuo.ark+=13960=t4rj4zt7g.json.bz2,66,Bentley,1860
wu.89098020001,1865,1865,1865.0,vulgar,,,"Denison, Mary A",Philadelphia;T. B. Peterson & Brothers;c1865,,The lover's trials;,,,,,,1826.0,f,us,,,,wu/pairtree_root/89/09/80/20/00/1/89098020001/wu.89098020001.json.bz2,31,Peterson,1860
mdp.39015006969649,1903,1867,1867.0,vulgar,,,"Kemble, Adelaide",1903,,A week in a French country-house,,,,,,1815.0,f,uk,,,,mdp/pairtree_root/39/01/50/06/96/96/49/39015006969649/mdp.39015006969649.json.bz2,3,,1860
uiuo.ark+=13960=t89g61j5w,1860,1860,1860.0,vulgar,,,Grey,London;Tinsley;1870.,,The little beauty,,,,,,1798.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/89/g6/1j/5w/ark+=13960=t89g61j5w/uiuo.ark+=13960=t89g61j5w.json.bz2,43,Tinsley,1860
dul1.ark+=13960=t5x64812v,1866,1866,0.0,vulgar,,,"Skene, Felicia",Edinburgh;Edmonston and Douglas;1866.,,Hidden depths,,,,,,1821.0,f,uk,"Moir, Erskine",,,dul1/pairtree_root/ar/k+/=1/39/60/=t/5x/64/81/2v/ark+=13960=t5x64812v/dul1.ark+=13960=t5x64812v.json.bz2,5,Edmonston Douglas,1860
uiuo.ark+=13960=t3417gh0c,1864,1863,1863.0,vulgar,,,"Evans, Augusta J",London;Hurst and Blackett;1860.,,Macaria,,,,,,1835.0,f,us,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/34/17/gh/0c/ark+=13960=t3417gh0c/uiuo.ark+=13960=t3417gh0c.json.bz2,24,Hurst Blackett,1860
uiuo.ark+=13960=t46q2mg0g,1861,1861,1861.0,vulgar,,,"Smythies, Harriet Maria Gordon",London;Hurst and Blackett;1861.,,The Daily Governess,,,,,,1813.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/46/q2/mg/0g/ark+=13960=t46q2mg0g/uiuo.ark+=13960=t46q2mg0g.json.bz2,6,Hurst Blackett,1860
uiuo.ark+=13960=t3pv7527f,1868,1868,1868.0,vulgar,,,"Tabor, Eliza",London;Hurst and Blackett;1868.,,Jeanie's quiet life,,,,,,1835.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/3p/v7/52/7f/ark+=13960=t3pv7527f/uiuo.ark+=13960=t3pv7527f.json.bz2,61,Hurst Blackett,1860
njp.32101067646404,1864,1864,1864.0,vulgar,,,"Holmes, Mary Jane","New York;Carleton, Publishers;1864.",,Darkness and daylight,,,,,,1825.0,f,us,,,,njp/pairtree_root/32/10/10/67/64/64/04/32101067646404/njp.32101067646404.json.bz2,85,Carleton Publishers,1860
njp.32101007613167,1861,1861,1861.0,vulgar,,,"Blagden, Isa","London;Smith, Elder;1861.",,Agnes Tremorne,,,,,,1816.0,f,uk,,,,njp/pairtree_root/32/10/10/07/61/31/67/32101007613167/njp.32101007613167.json.bz2,4,Smith Elder,1860
uiuo.ark+=13960=t13n2tm28,1869,1869,1869.0,vulgar,,,"Veitch, Sophie F. F",London;Bentley;1869.,,Wise as a serpent,,,,,,1839.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/13/n2/tm/28/ark+=13960=t13n2tm28/uiuo.ark+=13960=t13n2tm28.json.bz2,4,Bentley,1860
uc2.ark+=13960=t5m909j36,1860,1860,1860.0,vulgar,,,"Warfield, Catherine Ann Ware",London;R. Bentley;1860.,,The household of Bouverie,,,,,,1816.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/5m/90/9j/36/ark+=13960=t5m909j36/uc2.ark+=13960=t5m909j36.json.bz2,11,Bentley,1860
nnc1.1000026913,1865,1863,1863.0,vulgar,,,"Hoffman, Mary J",New York;P. O'Shea;1865.,,"Agnes Hilton: or, Practical views of Catholicity",,,,,,,f,us,,,,nnc1/pairtree_root/10/00/02/69/13/1000026913/nnc1.1000026913.json.bz2,1,O'Shea,1860
nyp.33433082530654,1868,1867,1867.0,vulgar,,,"Eyster, Nellie Blessing",Philadelphia;D. Ashmead;1868.,,On the wing,,,,,,1836.0,f,us,,,,nyp/pairtree_root/33/43/30/82/53/06/54/33433082530654/nyp.33433082530654.json.bz2,3,Ashmead,1860
nyp.33433082548342,1869,1869,1869.0,vulgar,,,"Griswold, F. Burge",Boston;Warren and Blakeslee;1869,,May,,,,,,1826.0,f,us,,,,nyp/pairtree_root/33/43/30/82/54/83/42/33433082548342/nyp.33433082548342.json.bz2,7,Warren Blakeslee,1860
nyp.33433076061112,1867,1867,1867.0,vulgar,,,"Warfield, Catherine Ann Ware","New York;G.W. Carleton & Co.;London;S. Low, Son & Co.;1867.",,The romance of Beauseincourt,,,,,,1816.0,f,us,,,,nyp/pairtree_root/33/43/30/76/06/11/12/33433076061112/nyp.33433076061112.json.bz2,11,Carleton Low,1860
uc2.ark+=13960=t2v40kg0s,1873,1869,1869.0,vulgar,,,"Droz, Gustave",New York;Holt;1873.,,Around a spring,,,,,,1832.0,m,french,"Bridges, Emily Feake ",,,uc2/pairtree_root/ar/k+/=1/39/60/=t/2v/40/kg/0s/ark+=13960=t2v40kg0s/uc2.ark+=13960=t2v40kg0s.json.bz2,5,Holt,1860
nyp.33433074871488,1860,1860,1860.0,vulgar,,,"Bennett, Emerson",London;New York;A. Strahan;1866.,,"The trapper's bride; or, Spirit of adventure",,,,,,1822.0,m,us,,,,nyp/pairtree_root/33/43/30/74/87/14/88/33433074871488/nyp.33433074871488.json.bz2,38,Strahan,1860
uiuo.ark+=13960=t8mc9d00r,1866,1866,1866.0,vulgar,,,"Harwood, John Berwick",London;R. Bentley;1866.,,Plain John Orpington,,,,,,1828.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/8m/c9/d0/0r/ark+=13960=t8mc9d00r/uiuo.ark+=13960=t8mc9d00r.json.bz2,12,Bentley,1860
nyp.33433074911169,1864,1864,1864.0,vulgar,,,"Saunders, John",New York;Harper & Bros.;1860.,,Guy Waterman,,,,,,1810.0,m,uk,,,,nyp/pairtree_root/33/43/30/74/91/11/69/33433074911169/nyp.33433074911169.json.bz2,18,Harper,1860
uiuo.ark+=13960=t6k07g132,1869,1869,1869.0,vulgar,8722955.0,21300513,"Gibbon, Charles",London;Blackie & Son;1869.,v.2,Robin Gray,rev,,,1871,BM,1843.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/6k/07/g1/32/ark+=13960=t6k07g132/uiuo.ark+=13960=t6k07g132.json.bz2,37,Blackie,1860
uiuo.ark+=13960=t3cz3kz69,1869,1869,1869.0,vulgar,8722955.0,21300513,"Gibbon, Charles",London;Blackie & Son;1869.,v.1,Robin Gray,rev,,,1871,BM,1843.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/3c/z3/kz/69/ark+=13960=t3cz3kz69/uiuo.ark+=13960=t3cz3kz69.json.bz2,37,Blackie,1860
uiuo.ark+=13960=t73t9tx1v,1866,1866,1866.0,vulgar,,,"Armstrong, F. C",London;T.C. Newby;1866.,,"Our blue jackets, afloat and ashore",,,,,,,m,uk,,juv,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/73/t9/tx/1v/ark+=13960=t73t9tx1v/uiuo.ark+=13960=t73t9tx1v.json.bz2,21,Newby,1860
nyp.33433075752299,1869,1869,1869.0,vulgar,,,"Speight, T. W",Philedelphia;Turner brothers & co.;c1869,,Under lock and key,,,,,,1830.0,m,uk,,,,nyp/pairtree_root/33/43/30/75/75/22/99/33433075752299/nyp.33433075752299.json.bz2,12,Philedelphia Turner,1860
uva.x004993551,1863,1863,1863.0,vulgar,,,"Reid, Mayne",Edinburgh;W.P. Nimmo;1870.,,Andrew Deverel;,,,,,,1818.0,m,us,,,,uva/pairtree_root/x0/04/99/35/51/x004993551/uva.x004993551.json.bz2,177,Nimmo,1860
njp.32101068167889,1868,1867,1867.0,vulgar,,,"Castlemon, Harry",Philadelphia;Porter & Coates;1868,,Frank on the lower Mississippi,,,,,,1842.0,m,us,,,,njp/pairtree_root/32/10/10/68/16/78/89/32101068167889/njp.32101068167889.json.bz2,68,Porter Coates,1860
uiuo.ark+=13960=t02z1vk3v,1860,1860,1860.0,vulgar,,,"Bennett, Emerson",London;Tinsley;1864.,,Forest and prairie;,,,,,,1822.0,m,us,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/02/z1/vk/3v/ark+=13960=t02z1vk3v/uiuo.ark+=13960=t02z1vk3v.json.bz2,38,Tinsley,1860
mdp.39015069171505,1865,1865,1865.0,vulgar,,,"Couperthwaite, S. L","London;Simpkin, Marshall, and Co.;Ipswich;Rees and Gripper;1865.",,"Resolution, or, The depth of woman's love",,,,,,0.0,m,uk,,,,mdp/pairtree_root/39/01/50/69/17/15/05/39015069171505/mdp.39015069171505.json.bz2,1,Simpkin Marshall Ipswich Rees Gripper,1860
nc01.ark+=13960=t6252110d,1866,1866,0.0,vulgar,,,"Optic, Oliver",Lee and Shepard;1866.,,The Yankee middy,,,,,,1822.0,m,us,"Adams, William Taylor",,,nc01/pairtree_root/ar/k+/=1/39/60/=t/62/52/11/0d/ark+=13960=t6252110d/nc01.ark+=13960=t6252110d.json.bz2,110,Lee Shepard,1860
uc2.ark+=13960=t3125zp8x,1861,1861,1861.0,vulgar,,,"Aytoun, William Edmondstoune",Edinburgh;London;William Blackwood and Sons;1861.,,Norman Sinclair,,,,,,1813.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/31/25/zp/8x/ark+=13960=t3125zp8x/uc2.ark+=13960=t3125zp8x.json.bz2,2,William Blackwood,1860
uc2.ark+=13960=t5q81d957,1869,1869,1869.0,vulgar,,,"Jerrold, Blanchard",London;J. C. Hotten;1869,,Cent per cent,,,,,,1826.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/5q/81/d9/57/ark+=13960=t5q81d957/uc2.ark+=13960=t5q81d957.json.bz2,5,Hotten,1860
uc2.ark+=13960=t3st7kr2j,1869,1869,1869.0,vulgar,,,"Hemyng, Bracebridge",London;C.H. Clarke;1869,,Held in thrall,,,,,,1841.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/3s/t7/kr/2j/ark+=13960=t3st7kr2j/uc2.ark+=13960=t3st7kr2j.json.bz2,18,Clarke,1860
uiuo.ark+=13960=t7tm7kz9z,1868,1867,1867.0,vulgar,,,"Fullom, S. W",London;R. Bentley;1868.,,Time will tell;,,,,,,1820.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/7t/m7/kz/9z/ark+=13960=t7tm7kz9z/uiuo.ark+=13960=t7tm7kz9z.json.bz2,8,Bentley,1860
uiuo.ark+=13960=t7wm1z13v,1866,1866,1866.0,vulgar,,,"Viles, Edward",London;Harrison;1866-67?,,Blueskin,,,,,,1841.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/7w/m1/z1/3v/ark+=13960=t7wm1z13v/uiuo.ark+=13960=t7wm1z13v.json.bz2,5,Harrison,1860
uiuo.ark+=13960=t2s46z17j,1864,1864,1864.0,vulgar,,,anonymous2,London;Chapman and Hall;1864.,,Captain Herbert,,,,,,,m,,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/2s/46/z1/7j/ark+=13960=t2s46z17j/uiuo.ark+=13960=t2s46z17j.json.bz2,0,Chapman Hall,1860
nyp.33433076060791,1863,1863,1863.0,vulgar,,,"Sala, George Augustus",New York;Derby & Jackson;1860.,,The strange adventures of Captain Dangerous,,,,,,1828.0,m,uk,,,,nyp/pairtree_root/33/43/30/76/06/07/91/33433076060791/nyp.33433076060791.json.bz2,35,Derby Jackson,1860
uc1.b250369,1864,1864,1864.0,vulgar,,,"Sala, George Augustus",London;Chapman and Hall;1864.,,Quite alone,,,,,,1828.0,m,uk,,,,uc1/pairtree_root/$b/25/03/69/$b250369/uc1.$b250369.json.bz2,35,Chapman Hall,1860
uiuo.ark+=13960=t2794f36r,1877,1877,1877.0,elite,8664133.0,11712744,"Allardyce, Alexander",Edinburgh [Lothian;William Blackwood;1877.,v.3,The city of sunshine,rev,,,1877,FR,1846.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/27/94/f3/6r/ark+=13960=t2794f36r/uiuo.ark+=13960=t2794f36r.json.bz2,7,Lothian William Blackwood,1870
